age,numberofdependents,zipcode,latitude,longitude,population,numberofreferrals,avgmonthlylongdistancecharges,avgmonthlygbdownload,monthlycharge,satisfactionscore,churnscore,cltv
68.0,0.0,95383.0,38.107441,-120.230625,4848.0,0.0,44.56,29.0,116.1,3.0,60.0,5896.0
65.0,0.0,95421.0,38.578807,-123.19338,1575.0,0.0,12.67,20.0,74.1,3.0,79.0,4716.0
78.0,0.0,95432.0,39.108252,-123.645121,383.0,9.0,43.54,3.0,93.5,5.0,77.0,5804.0
67.0,0.0,95443.0,39.045246,-122.743181,175.0,1.0,0.0,27.0,43.35,3.0,68.0,2560.0
73.0,2.0,95458.0,39.141934,-122.770679,3002.0,0.0,12.75,19.0,105.35,5.0,58.0,4738.0
72.0,0.0,95459.0,38.966713,-123.586412,586.0,7.0,12.91,21.0,113.6,5.0,56.0,5754.0
71.0,0.0,95536.0,40.4785,-124.301372,2965.0,0.0,0.0,5.0,46.35,4.0,44.0,2056.0
78.0,0.0,95553.0,40.210895,-123.86,867.0,0.0,28.44,24.0,53.5,4.0,58.0,5521.0
66.0,0.0,95568.0,41.444606,-123.471895,202.0,8.0,15.6,19.0,90.0,4.0,62.0,4048.0
78.0,0.0,95607.0,38.681651,-122.130569,262.0,0.0,18.39,0.0,20.3,5.0,71.0,3740.0
76.0,2.0,95615.0,38.311609,-121.554034,699.0,0.0,45.13,27.0,80.45,3.0,41.0,2926.0
72.0,0.0,95620.0,38.392821,-121.799917,18529.0,6.0,14.65,30.0,89.2,4.0,36.0,2925.0
73.0,0.0,95625.0,38.349195,-121.902943,171.0,0.0,14.69,0.0,25.1,3.0,26.0,6388.0
75.0,0.0,95642.0,38.336216,-120.76901,6202.0,7.0,38.59,24.0,69.3,4.0,50.0,4442.0
74.0,0.0,95648.0,38.922812,-121.312005,15286.0,3.0,11.91,10.0,105.6,3.0,45.0,5768.0
76.0,0.0,95650.0,38.809175,-121.171375,11191.0,9.0,0.0,9.0,64.45,5.0,68.0,5295.0
68.0,0.0,95681.0,38.984756,-121.345074,1219.0,3.0,0.0,28.0,34.25,4.0,63.0,2525.0
66.0,0.0,95820.0,38.53508,-121.444144,37031.0,0.0,39.77,25.0,74.05,5.0,51.0,2003.0
70.0,0.0,95832.0,38.445939,-121.496855,9063.0,0.0,35.39,19.0,89.15,4.0,27.0,4368.0
65.0,2.0,95833.0,38.619049,-121.517552,31422.0,2.0,9.4,17.0,107.9,3.0,53.0,5899.0
73.0,1.0,95841.0,38.660442,-121.346321,20993.0,8.0,35.14,0.0,19.5,3.0,51.0,5443.0
68.0,0.0,95916.0,39.657228,-121.37778,1279.0,10.0,15.82,13.0,78.45,3.0,71.0,4032.0
76.0,0.0,95946.0,39.203817,-121.19584,9752.0,0.0,35.67,8.0,72.75,4.0,50.0,4503.0
65.0,0.0,95951.0,39.732767,-122.042298,1931.0,0.0,37.78,28.0,94.85,4.0,40.0,4496.0
76.0,0.0,95956.0,39.937017,-121.058043,301.0,0.0,20.06,3.0,90.7,4.0,39.0,5028.0
79.0,0.0,96001.0,40.587919,-122.464732,31586.0,0.0,0.0,4.0,29.35,3.0,27.0,3606.0
69.0,0.0,96029.0,39.84784,-122.544556,84.0,0.0,24.92,11.0,79.6,5.0,59.0,4673.0
78.0,0.0,96055.0,40.059385,-122.091481,3756.0,3.0,0.0,5.0,29.9,4.0,46.0,2914.0
77.0,0.0,96086.0,41.924174,-123.260788,332.0,0.0,17.26,25.0,101.8,4.0,53.0,3296.0
70.0,2.0,96087.0,40.617614,-122.512861,528.0,1.0,44.38,28.0,110.6,4.0,67.0,5418.0
71.0,0.0,90001.0,33.973616,-118.24902,54492.0,1.0,18.41,17.0,109.95,5.0,63.0,4297.0
68.0,0.0,90002.0,33.949255,-118.246978,44586.0,0.0,46.96,13.0,94.75,3.0,71.0,3654.0
71.0,0.0,90013.0,34.044639,-118.240413,9732.0,7.0,7.86,26.0,107.35,4.0,53.0,4138.0
74.0,0.0,90018.0,34.028735,-118.317236,47143.0,6.0,5.73,13.0,59.1,3.0,30.0,2422.0
78.0,0.0,90040.0,33.994524,-118.149953,9805.0,0.0,35.65,3.0,43.8,5.0,68.0,5651.0
70.0,0.0,90045.0,33.954017,-118.402447,39334.0,0.0,21.9,22.0,84.05,3.0,72.0,5039.0
65.0,0.0,90047.0,33.958149,-118.308441,47107.0,0.0,25.61,23.0,105.9,3.0,60.0,5479.0
68.0,0.0,90067.0,34.057496,-118.413959,2527.0,0.0,27.7,21.0,74.65,4.0,58.0,5113.0
73.0,0.0,90212.0,34.062095,-118.401508,11355.0,0.0,2.81,3.0,55.6,4.0,80.0,5014.0
68.0,0.0,90222.0,33.912246,-118.236773,29825.0,0.0,32.12,15.0,104.9,5.0,75.0,5838.0
65.0,0.0,90402.0,34.035849,-118.503508,11509.0,7.0,49.94,0.0,20.05,5.0,76.0,4934.0
77.0,0.0,90404.0,34.026334,-118.474222,19975.0,7.0,35.39,25.0,113.65,4.0,46.0,6146.0
68.0,0.0,90720.0,33.79499,-118.065591,21343.0,2.0,15.15,18.0,98.15,3.0,53.0,4332.0
66.0,0.0,90744.0,33.782068,-118.262263,53323.0,3.0,39.49,28.0,104.8,5.0,57.0,5291.0
76.0,0.0,90745.0,33.822295,-118.26411,55486.0,6.0,28.68,20.0,70.95,3.0,30.0,4871.0
67.0,1.0,90803.0,33.760458,-118.129725,31352.0,8.0,0.0,20.0,35.65,5.0,46.0,4107.0
80.0,0.0,91011.0,34.234912,-118.153729,20200.0,0.0,39.57,16.0,91.5,3.0,41.0,4173.0
67.0,0.0,91024.0,34.168686,-118.057505,10558.0,0.0,27.64,7.0,104.75,3.0,35.0,5128.0
78.0,1.0,91040.0,34.282704,-118.312929,18752.0,10.0,9.68,23.0,85.75,3.0,21.0,4978.0
66.0,0.0,91101.0,34.146635,-118.139225,16812.0,6.0,32.08,8.0,100.75,3.0,66.0,4368.0
76.0,0.0,91202.0,34.167926,-118.267539,21990.0,0.0,3.42,15.0,83.45,3.0,49.0,2768.0
79.0,0.0,91307.0,34.199787,-118.68493,23637.0,1.0,32.62,2.0,69.3,4.0,58.0,2901.0
67.0,0.0,91350.0,34.502432,-118.41459,40077.0,0.0,3.11,0.0,25.0,4.0,49.0,5896.0
74.0,0.0,91361.0,34.130992,-118.894673,18735.0,0.0,8.81,7.0,84.85,4.0,56.0,4556.0
69.0,0.0,91405.0,34.202494,-118.448048,51348.0,1.0,7.29,14.0,74.2,4.0,32.0,3170.0
65.0,0.0,91706.0,34.098275,-117.967399,76890.0,7.0,12.07,17.0,90.05,3.0,47.0,4666.0
80.0,0.0,91733.0,34.04622,-118.053753,45645.0,0.0,0.0,16.0,59.45,4.0,30.0,3116.0
69.0,0.0,91745.0,33.998471,-117.973758,53686.0,0.0,4.04,14.0,90.5,3.0,53.0,5983.0
74.0,0.0,91762.0,34.057256,-117.667677,54254.0,0.0,48.62,12.0,79.5,4.0,24.0,3041.0
71.0,0.0,91786.0,34.105493,-117.660934,48827.0,7.0,26.49,18.0,90.15,3.0,38.0,3202.0
71.0,0.0,91913.0,32.64164,-116.985026,12884.0,0.0,11.51,21.0,46.3,4.0,65.0,2546.0
71.0,0.0,91963.0,32.619465,-116.593605,905.0,0.0,0.0,23.0,50.05,4.0,70.0,4932.0
67.0,0.0,91980.0,32.587557,-116.636816,91.0,6.0,34.55,19.0,87.3,3.0,69.0,4148.0
80.0,0.0,92008.0,33.148116,-117.306043,35582.0,1.0,0.0,4.0,50.0,3.0,65.0,5600.0
75.0,0.0,92019.0,32.785165,-116.862648,40995.0,8.0,23.54,7.0,72.25,3.0,20.0,4121.0
67.0,2.0,92020.0,32.79697,-116.969082,55277.0,1.0,45.76,12.0,96.1,4.0,37.0,5868.0
68.0,0.0,92037.0,32.853743,-117.25034,42617.0,0.0,17.6,2.0,71.25,4.0,49.0,5033.0
75.0,0.0,92040.0,32.909873,-116.906774,42277.0,0.0,24.67,26.0,113.8,3.0,56.0,4598.0
74.0,0.0,92060.0,33.309852,-116.823091,234.0,3.0,27.68,26.0,100.5,5.0,34.0,6442.0
80.0,0.0,92065.0,33.044541,-116.833922,33104.0,0.0,41.93,21.0,104.1,4.0,59.0,5655.0
66.0,0.0,92071.0,32.847336,-116.997605,53510.0,0.0,41.85,5.0,69.7,4.0,20.0,5242.0
79.0,0.0,92082.0,33.25283,-116.986079,14575.0,0.0,4.75,0.0,24.65,3.0,73.0,4788.0
73.0,0.0,92083.0,33.17494,-117.242761,62036.0,2.0,15.9,0.0,19.55,3.0,22.0,5209.0
74.0,0.0,92102.0,32.716007,-117.117462,47140.0,4.0,1.67,15.0,49.8,3.0,37.0,4306.0
69.0,1.0,92114.0,32.707892,-117.05512,66838.0,9.0,20.78,23.0,96.55,5.0,73.0,4309.0
71.0,0.0,92260.0,33.694501,-116.412711,29340.0,0.0,41.58,3.0,78.5,3.0,51.0,4333.0
65.0,0.0,92301.0,34.667815,-117.536183,18980.0,0.0,26.87,20.0,108.1,5.0,71.0,4474.0
73.0,0.0,92327.0,34.875144,-116.821698,678.0,3.0,37.15,13.0,79.2,4.0,42.0,3355.0
72.0,1.0,92372.0,34.459322,-117.629729,4280.0,1.0,7.04,22.0,80.85,3.0,76.0,6090.0
71.0,0.0,92536.0,33.482243,-116.827173,2433.0,0.0,7.51,24.0,73.55,3.0,66.0,5313.0
74.0,2.0,92557.0,33.970661,-117.255039,46214.0,3.0,32.9,18.0,75.15,4.0,34.0,6084.0
69.0,0.0,92567.0,33.82769,-117.102244,7344.0,6.0,30.3,14.0,112.9,3.0,29.0,5569.0
76.0,0.0,92618.0,33.667145,-117.732135,6301.0,0.0,29.43,0.0,25.65,5.0,36.0,6469.0
69.0,0.0,92807.0,33.848733,-117.788357,36301.0,8.0,7.85,20.0,106.85,4.0,58.0,4768.0
73.0,0.0,92835.0,33.902211,-117.914922,21157.0,0.0,11.01,18.0,51.3,4.0,46.0,3660.0
67.0,0.0,92860.0,33.925833,-117.559639,22443.0,1.0,4.11,17.0,109.1,5.0,49.0,4428.0
70.0,0.0,92880.0,33.918043,-117.617809,16998.0,1.0,4.06,11.0,116.05,3.0,77.0,4734.0
79.0,0.0,93022.0,34.404544,-119.302118,6503.0,4.0,7.2,23.0,94.65,4.0,47.0,4228.0
69.0,0.0,93202.0,36.315979,-119.710852,2872.0,0.0,28.67,4.0,44.0,4.0,46.0,4320.0
79.0,0.0,93219.0,35.858054,-119.305858,9318.0,7.0,46.44,13.0,94.8,3.0,49.0,4831.0
70.0,0.0,93239.0,35.996923,-120.000951,1809.0,9.0,27.74,18.0,106.5,5.0,57.0,4499.0
70.0,0.0,93260.0,35.861928,-118.636698,266.0,0.0,44.63,29.0,85.2,4.0,53.0,2565.0
79.0,0.0,93265.0,36.245926,-118.693138,3546.0,5.0,35.53,23.0,54.55,3.0,34.0,3324.0
72.0,0.0,93291.0,36.391777,-119.372842,36718.0,0.0,10.03,13.0,99.75,3.0,58.0,3860.0
76.0,0.0,93405.0,35.236549,-120.727344,31982.0,0.0,11.01,18.0,108.1,4.0,69.0,4251.0
70.0,0.0,93428.0,35.591387,-121.032256,6526.0,1.0,0.0,7.0,64.95,3.0,78.0,4049.0
70.0,1.0,93445.0,35.059695,-120.604741,7435.0,1.0,20.31,13.0,84.65,3.0,72.0,6404.0
77.0,0.0,93461.0,35.634488,-120.293534,1255.0,3.0,0.0,6.0,64.05,3.0,49.0,6306.0
71.0,0.0,93512.0,37.653947,-118.231443,340.0,5.0,21.46,15.0,100.25,5.0,59.0,5453.0
80.0,0.0,93513.0,37.245505,-118.062943,1826.0,8.0,31.11,4.0,98.9,3.0,21.0,4993.0
75.0,0.0,93517.0,38.184583,-119.286558,826.0,0.0,48.33,17.0,60.25,3.0,23.0,5296.0
72.0,0.0,93518.0,35.358953,-118.527064,1022.0,0.0,0.0,28.0,56.25,3.0,32.0,5597.0
68.0,0.0,92028.0,33.362575,-117.299644,42239.0,6.0,42.9,27.0,74.0,5.0,54.0,4958.0
73.0,0.0,93549.0,36.296851,-117.865469,318.0,0.0,24.85,15.0,79.55,5.0,76.0,5811.0
79.0,1.0,93554.0,35.405722,-117.773354,117.0,5.0,14.39,30.0,95.8,3.0,29.0,3471.0
72.0,0.0,93651.0,37.007238,-119.505661,1314.0,2.0,12.98,8.0,71.55,3.0,72.0,3583.0
78.0,0.0,93652.0,36.594542,-119.905245,265.0,10.0,19.57,27.0,94.95,5.0,40.0,5316.0
76.0,0.0,93701.0,36.749403,-119.787574,13858.0,0.0,46.13,23.0,80.5,4.0,40.0,4422.0
77.0,0.0,93703.0,36.768774,-119.762633,31180.0,0.0,0.0,26.0,39.85,4.0,60.0,2030.0
69.0,0.0,93720.0,36.878709,-119.7645,45087.0,0.0,22.19,0.0,24.85,5.0,53.0,4367.0
71.0,0.0,93725.0,36.623632,-119.741322,21010.0,8.0,41.97,11.0,89.0,4.0,36.0,5711.0
65.0,0.0,93726.0,36.793601,-119.761131,39148.0,0.0,0.0,26.0,55.0,4.0,76.0,4622.0
78.0,0.0,93905.0,36.667794,-121.601306,58548.0,0.0,14.94,30.0,117.35,4.0,71.0,4008.0
80.0,0.0,92027.0,33.141265,-116.967221,48690.0,0.0,25.57,5.0,89.75,3.0,70.0,5170.0
71.0,0.0,93923.0,36.460611,-121.852507,13121.0,0.0,37.97,9.0,49.95,5.0,78.0,5251.0
79.0,0.0,93928.0,35.930782,-121.189757,254.0,0.0,25.89,0.0,19.8,4.0,78.0,3836.0
78.0,0.0,94010.0,37.57028,-122.365778,40346.0,0.0,43.4,24.0,73.3,4.0,38.0,5159.0
80.0,0.0,94043.0,37.419725,-122.062947,27822.0,0.0,18.46,3.0,70.05,3.0,43.0,4223.0
67.0,0.0,94074.0,37.331762,-122.341444,291.0,0.0,18.38,15.0,85.55,4.0,48.0,2850.0
74.0,1.0,94103.0,37.773147,-122.411287,23036.0,9.0,39.31,10.0,65.2,4.0,30.0,6238.0
73.0,0.0,94111.0,37.801776,-122.402293,3337.0,8.0,45.46,4.0,75.1,4.0,66.0,3771.0
75.0,0.0,94129.0,37.797526,-122.464531,2240.0,2.0,44.89,24.0,115.75,3.0,50.0,6205.0
80.0,0.0,94301.0,37.444314,-122.149996,16198.0,10.0,11.55,27.0,95.65,3.0,20.0,6335.0
65.0,0.0,94530.0,37.924838,-122.289145,23141.0,0.0,41.17,30.0,104.45,3.0,76.0,4103.0
70.0,0.0,94559.0,38.232389,-122.324944,26894.0,5.0,6.03,8.0,70.2,5.0,53.0,4444.0
80.0,0.0,94560.0,37.504133,-122.032347,42491.0,0.0,31.57,4.0,90.95,4.0,52.0,5936.0
79.0,0.0,94574.0,38.581354,-122.296283,9423.0,7.0,42.07,12.0,60.95,3.0,41.0,5792.0
68.0,0.0,94579.0,37.687264,-122.15728,19815.0,0.0,8.88,22.0,58.55,3.0,30.0,2044.0
73.0,0.0,94609.0,37.834341,-122.26437,21097.0,0.0,7.34,3.0,80.35,4.0,39.0,3276.0
70.0,0.0,94709.0,37.878554,-122.26609,10147.0,0.0,25.7,23.0,84.95,4.0,74.0,3878.0
77.0,0.0,94710.0,37.872902,-122.303708,8157.0,0.0,14.12,23.0,110.1,4.0,57.0,5232.0
73.0,0.0,94801.0,37.945288,-122.383941,28450.0,0.0,34.36,13.0,99.65,4.0,77.0,4241.0
74.0,0.0,94803.0,37.963995,-122.288296,25399.0,0.0,0.0,4.0,45.4,5.0,68.0,2599.0
78.0,0.0,94901.0,37.972662,-122.491452,40239.0,0.0,34.0,3.0,59.85,3.0,71.0,5085.0
76.0,0.0,94945.0,38.135897,-122.563683,16429.0,5.0,46.06,18.0,89.45,4.0,68.0,5597.0
66.0,2.0,94952.0,38.237018,-122.77872,31930.0,6.0,4.06,28.0,79.85,3.0,36.0,3412.0
65.0,0.0,94954.0,38.235021,-122.557332,35419.0,9.0,47.16,28.0,54.1,3.0,48.0,4017.0
65.0,0.0,95007.0,37.106902,-122.100006,1007.0,0.0,31.13,15.0,48.75,3.0,25.0,3048.0
76.0,1.0,95046.0,37.084697,-121.606417,5671.0,7.0,20.42,16.0,110.2,3.0,55.0,4162.0
74.0,0.0,95066.0,37.070177,-122.010077,14574.0,9.0,0.0,19.0,46.35,4.0,28.0,5421.0
76.0,0.0,95215.0,37.946282,-121.139499,23789.0,0.0,15.65,18.0,93.9,4.0,58.0,3960.0
79.0,0.0,95250.0,38.244806,-120.417301,88.0,8.0,18.66,11.0,98.1,4.0,38.0,3114.0
79.0,0.0,95316.0,37.524721,-120.757977,5513.0,2.0,43.71,12.0,115.6,3.0,45.0,4337.0
76.0,0.0,95324.0,37.394536,-120.890747,7177.0,10.0,17.05,21.0,97.95,4.0,29.0,6150.0
73.0,0.0,95335.0,38.109125,-120.078597,683.0,4.0,33.68,10.0,77.35,4.0,29.0,6202.0
79.0,0.0,95346.0,38.121601,-120.133915,1278.0,0.0,47.27,3.0,75.5,4.0,62.0,6024.0
80.0,0.0,95363.0,37.410236,-121.320337,15536.0,7.0,25.13,30.0,75.3,4.0,41.0,4254.0
74.0,0.0,95369.0,37.521708,-120.426843,1158.0,0.0,7.11,12.0,49.2,4.0,22.0,2145.0
68.0,0.0,92027.0,33.141265,-116.967221,48690.0,2.0,2.17,11.0,79.3,3.0,27.0,5242.0
70.0,0.0,95448.0,38.618347,-122.908422,17979.0,7.0,18.15,16.0,105.75,5.0,53.0,5832.0
70.0,0.0,95451.0,38.93496,-122.792243,9902.0,8.0,22.74,18.0,104.85,3.0,68.0,5061.0
71.0,0.0,95459.0,38.966713,-123.586412,586.0,0.0,13.36,10.0,74.1,3.0,34.0,4204.0
80.0,0.0,95465.0,38.415003,-122.998726,1880.0,0.0,36.89,17.0,101.3,4.0,48.0,4421.0
80.0,0.0,95494.0,38.888351,-123.239647,335.0,0.0,18.23,3.0,99.1,4.0,52.0,4574.0
80.0,0.0,95536.0,40.4785,-124.301372,2965.0,0.0,19.0,17.0,94.75,4.0,44.0,2757.0
73.0,0.0,95545.0,40.342928,-124.063329,82.0,5.0,49.91,13.0,95.35,3.0,21.0,6132.0
72.0,0.0,95547.0,40.557314,-124.081662,1201.0,0.0,2.18,13.0,74.05,3.0,79.0,4899.0
74.0,0.0,95548.0,41.572813,-124.035011,1215.0,0.0,41.8,16.0,89.6,4.0,38.0,4438.0
69.0,0.0,95560.0,40.142256,-123.852927,1851.0,10.0,11.35,24.0,71.0,3.0,55.0,5247.0
65.0,0.0,95563.0,40.89866,-123.539754,660.0,0.0,25.04,9.0,93.6,5.0,54.0,4030.0
73.0,0.0,95635.0,38.921333,-120.897718,1140.0,0.0,47.34,7.0,58.4,4.0,54.0,2812.0
66.0,0.0,95641.0,38.154823,-121.601358,2010.0,0.0,31.31,18.0,107.4,4.0,56.0,5294.0
68.0,0.0,95645.0,38.875508,-121.765866,1793.0,10.0,38.5,25.0,90.85,4.0,64.0,5129.0
75.0,0.0,95664.0,38.803731,-121.043799,1173.0,0.0,24.91,17.0,104.35,5.0,22.0,4934.0
72.0,0.0,95665.0,38.400264,-120.641274,4354.0,0.0,0.0,26.0,55.45,3.0,58.0,4521.0
69.0,0.0,95673.0,38.688764,-121.457596,14010.0,0.0,46.67,18.0,96.85,3.0,57.0,5679.0
67.0,0.0,95687.0,38.333133,-121.920151,63157.0,0.0,10.07,26.0,102.1,5.0,47.0,6100.0
68.0,0.0,95703.0,38.983388,-120.988814,1526.0,0.0,15.35,10.0,96.6,5.0,40.0,3364.0
66.0,0.0,95735.0,38.805481,-120.13287,25.0,5.0,37.84,19.0,94.65,3.0,70.0,5868.0
79.0,0.0,95746.0,38.749466,-121.184196,20675.0,0.0,4.99,0.0,20.05,4.0,44.0,4309.0
67.0,0.0,95826.0,38.542532,-121.378826,38818.0,0.0,13.56,30.0,69.15,3.0,63.0,4478.0
77.0,1.0,95832.0,38.445939,-121.496855,9063.0,5.0,32.12,0.0,19.8,4.0,69.0,5819.0
80.0,1.0,95916.0,39.657228,-121.37778,1279.0,7.0,48.59,15.0,69.2,4.0,65.0,5546.0
68.0,0.0,95925.0,39.461768,-121.195825,262.0,4.0,5.3,3.0,84.85,3.0,30.0,5603.0
80.0,0.0,95937.0,38.931425,-121.946081,19.0,0.0,41.57,10.0,74.9,3.0,23.0,5041.0
77.0,0.0,95960.0,39.423046,-120.984472,565.0,5.0,14.87,16.0,80.3,3.0,34.0,4270.0
75.0,0.0,95968.0,39.435756,-121.552071,1254.0,7.0,11.23,20.0,97.25,5.0,69.0,6156.0
73.0,0.0,95988.0,39.493991,-122.286363,8812.0,0.0,0.0,18.0,33.45,3.0,79.0,4757.0
67.0,0.0,96013.0,40.946785,-121.719489,4552.0,0.0,20.62,0.0,20.3,3.0,21.0,4042.0
73.0,0.0,96021.0,39.913777,-122.289984,13840.0,1.0,37.12,18.0,108.5,4.0,49.0,6453.0
65.0,0.0,96023.0,41.949216,-122.050062,1162.0,10.0,34.43,2.0,58.95,3.0,49.0,4815.0
65.0,0.0,96047.0,40.524535,-122.647172,911.0,0.0,16.04,26.0,69.1,3.0,30.0,3856.0
72.0,0.0,96055.0,40.059385,-122.091481,3756.0,4.0,16.92,19.0,111.65,4.0,36.0,4406.0
78.0,0.0,96063.0,40.408796,-121.579609,124.0,0.0,25.51,9.0,84.35,4.0,70.0,4915.0
72.0,0.0,96065.0,40.877552,-121.885884,431.0,2.0,48.16,10.0,71.1,5.0,40.0,5462.0
70.0,0.0,96067.0,41.33832,-122.290756,7309.0,4.0,44.44,6.0,85.15,4.0,45.0,2672.0
77.0,0.0,96092.0,39.955164,-122.018567,439.0,7.0,5.51,2.0,84.8,4.0,54.0,4240.0
65.0,0.0,96116.0,41.266008,-120.490731,277.0,1.0,40.65,29.0,84.0,3.0,42.0,5688.0
79.0,0.0,96122.0,39.786755,-120.445626,4236.0,5.0,44.91,0.0,24.7,4.0,61.0,5644.0
71.0,0.0,96123.0,40.845738,-120.322219,61.0,0.0,12.67,4.0,97.05,3.0,34.0,4735.0
70.0,0.0,96128.0,40.346634,-120.386422,408.0,0.0,22.02,5.0,74.45,5.0,47.0,5111.0
73.0,0.0,96145.0,39.178337,-120.162806,4002.0,7.0,36.75,12.0,84.3,3.0,67.0,2217.0
65.0,1.0,90014.0,34.043144,-118.251977,3524.0,4.0,0.0,23.0,53.0,4.0,31.0,5583.0
79.0,0.0,90019.0,34.049841,-118.33846,67520.0,8.0,48.15,6.0,93.8,4.0,43.0,5870.0
69.0,0.0,90026.0,34.078991,-118.263804,73686.0,5.0,15.27,0.0,25.6,4.0,75.0,2628.0
66.0,0.0,90045.0,33.954017,-118.402447,39334.0,0.0,47.8,8.0,110.75,5.0,43.0,5166.0
76.0,0.0,90065.0,34.108833,-118.229715,47534.0,4.0,3.66,22.0,94.5,3.0,32.0,4745.0
78.0,0.0,90067.0,34.057496,-118.413959,2527.0,0.0,0.0,2.0,34.65,4.0,67.0,2307.0
73.0,0.0,90068.0,34.137411,-118.328915,21728.0,10.0,0.0,28.0,52.3,5.0,51.0,5491.0
65.0,0.0,90210.0,34.099891,-118.414338,21397.0,0.0,37.62,10.0,95.6,3.0,78.0,3502.0
75.0,2.0,90250.0,33.914775,-118.348083,93315.0,0.0,0.0,19.0,29.9,5.0,49.0,2617.0
68.0,0.0,90280.0,33.944624,-118.192615,96267.0,1.0,22.05,17.0,99.1,5.0,54.0,4118.0
79.0,0.0,90303.0,33.936291,-118.332639,27778.0,1.0,19.03,0.0,25.1,3.0,70.0,5295.0
66.0,1.0,90404.0,34.026334,-118.474222,19975.0,1.0,34.57,19.0,76.25,3.0,42.0,4319.0
73.0,0.0,90503.0,33.840399,-118.353714,41979.0,0.0,3.15,0.0,24.9,4.0,52.0,5756.0
80.0,0.0,90605.0,33.960891,-118.032222,38181.0,1.0,45.21,14.0,104.45,5.0,37.0,5883.0
65.0,0.0,90814.0,33.771612,-118.143866,19034.0,0.0,47.99,22.0,83.4,3.0,68.0,4977.0
73.0,0.0,91101.0,34.146635,-118.139225,16812.0,3.0,2.98,7.0,99.7,3.0,67.0,4787.0
73.0,0.0,91202.0,34.167926,-118.267539,21990.0,0.0,15.19,30.0,72.6,3.0,47.0,5098.0
70.0,0.0,91203.0,34.153338,-118.262974,14493.0,0.0,29.3,10.0,116.5,4.0,58.0,4222.0
67.0,0.0,91204.0,34.136306,-118.26036,17015.0,0.0,34.8,21.0,106.8,3.0,28.0,6423.0
75.0,0.0,91301.0,34.129058,-118.759788,25303.0,7.0,0.0,3.0,30.75,5.0,27.0,4133.0
65.0,0.0,91321.0,34.370378,-118.504118,30742.0,8.0,46.46,2.0,94.55,3.0,45.0,4914.0
78.0,0.0,91502.0,34.177267,-118.31003,11517.0,0.0,6.33,15.0,104.4,5.0,61.0,4477.0
79.0,0.0,91504.0,34.213049,-118.317651,25882.0,1.0,48.02,24.0,101.5,5.0,73.0,4828.0
69.0,1.0,91506.0,34.169706,-118.323548,18539.0,1.0,49.36,19.0,103.95,4.0,58.0,3733.0
72.0,0.0,91607.0,34.165783,-118.399795,27453.0,0.0,3.57,28.0,108.1,3.0,20.0,4722.0
69.0,0.0,91723.0,34.084747,-117.886844,17554.0,2.0,0.0,30.0,24.85,3.0,33.0,3511.0
77.0,0.0,91741.0,34.14649,-117.849815,24973.0,9.0,3.83,20.0,92.55,3.0,23.0,3689.0
65.0,3.0,91755.0,34.049172,-118.115022,26933.0,7.0,19.58,26.0,107.45,4.0,32.0,6211.0
68.0,0.0,91762.0,34.057256,-117.667677,54254.0,0.0,6.9,20.0,100.15,4.0,21.0,2636.0
65.0,0.0,91791.0,34.061634,-117.893169,30458.0,10.0,36.49,9.0,105.85,4.0,80.0,4872.0
68.0,0.0,91915.0,32.605012,-116.97595,9278.0,7.0,30.59,19.0,107.5,3.0,64.0,5775.0
79.0,0.0,91916.0,32.912664,-116.635387,1587.0,0.0,3.04,18.0,73.0,4.0,59.0,2715.0
65.0,0.0,91941.0,32.759327,-116.99726,44652.0,1.0,2.86,19.0,77.9,3.0,49.0,2009.0
77.0,0.0,91945.0,32.733564,-117.033713,24961.0,5.0,32.56,16.0,110.45,4.0,77.0,4425.0
77.0,0.0,91950.0,32.67102,-117.095235,62355.0,0.0,0.0,30.0,44.85,3.0,49.0,5829.0
69.0,0.0,91962.0,32.800671,-116.483363,1604.0,7.0,0.0,13.0,29.8,3.0,43.0,5681.0
79.0,0.0,91978.0,32.730264,-116.950963,7863.0,3.0,22.79,0.0,19.85,3.0,59.0,5601.0
73.0,0.0,92014.0,32.948262,-117.256086,13945.0,3.0,6.94,23.0,108.1,3.0,35.0,5360.0
70.0,0.0,92066.0,33.215251,-116.53633,339.0,1.0,9.18,2.0,108.75,3.0,54.0,5211.0
71.0,0.0,92070.0,33.174725,-116.743329,1143.0,1.0,36.71,25.0,105.9,5.0,40.0,5084.0
78.0,0.0,92084.0,33.22784,-117.200024,44692.0,1.0,36.57,26.0,70.45,5.0,53.0,5225.0
73.0,0.0,92114.0,32.707892,-117.05512,66838.0,1.0,35.04,22.0,109.75,4.0,34.0,6010.0
75.0,0.0,92268.0,34.201108,-116.593456,354.0,0.0,17.65,29.0,104.95,5.0,39.0,5570.0
78.0,0.0,92342.0,34.757783,-117.33997,4948.0,5.0,46.65,23.0,85.55,4.0,62.0,4845.0
67.0,0.0,92356.0,34.508417,-116.856103,5256.0,0.0,38.79,14.0,80.55,5.0,27.0,5137.0
66.0,0.0,92358.0,34.238162,-117.534306,1090.0,4.0,32.37,22.0,78.5,3.0,69.0,6072.0
71.0,0.0,92368.0,34.647959,-117.296957,909.0,3.0,27.14,26.0,92.7,3.0,64.0,5205.0
74.0,0.0,92562.0,33.548869,-117.334165,36149.0,10.0,16.26,27.0,89.45,4.0,72.0,6004.0
