customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date
9769-TSBZE,Female,54,No,No,No,Yes,3,United States,California,Tupman,93276,35.316263,-119.402559,236,Q3,No,0,,Yes,16.75,Yes,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,66.0,3,Stayed,No,72,5265,,,2025-03-13,2019-05-13 00:00:00
1395-WSWXR,Male,40,No,No,No,No,0,United States,California,Weldon,93283,35.55647,-118.244914,1935,Q3,No,0,,Yes,47.51,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,3,Stayed,No,43,4117,,,2025-03-13,2023-03-13 00:00:00
6023-GSSXW,Female,27,Yes,No,Yes,No,0,United States,California,Wofford Heights,93285,35.690535,-118.552784,2515,Q3,Yes,1,,Yes,2.73,No,Yes,DSL,69,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.45,5,Stayed,No,51,4162,,,2025-03-13,2019-06-13 00:00:00
6752-APNJL,Male,30,No,No,Yes,Yes,1,United States,California,Woodlake,93286,36.464635,-119.094348,8870,Q3,Yes,7,,Yes,18.93,No,Yes,DSL,73,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.5,4,Stayed,No,57,3449,,,2025-03-13,2021-09-13 00:00:00
7446-KQISO,Male,62,No,No,Yes,Yes,3,United States,California,Visalia,93292,36.37559,-119.211689,30395,Q3,Yes,2,,Yes,7.48,Yes,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.75,3,Stayed,No,38,4221,,,2025-03-13,2021-06-13 00:00:00
9823-EALYC,Male,55,No,No,Yes,Yes,2,United States,California,Bakersfield,93301,35.383937,-119.020428,12963,Q3,Yes,6,,Yes,9.3,Yes,Yes,DSL,12,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.85,3,Stayed,No,51,6067,,,2025-03-13,2019-03-13 00:00:00
0582-AVCLN,Female,43,No,No,No,No,0,United States,California,Bakersfield,93304,35.339796,-119.023552,44588,Q3,No,0,,Yes,43.19,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,5,Stayed,No,59,5919,,,2025-03-13,2022-01-13 00:00:00
5803-NQJZO,Male,46,No,No,Yes,No,0,United States,California,Bakersfield,93305,35.391733,-118.984109,35643,Q3,Yes,1,,Yes,15.52,Yes,Yes,Cable,6,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,67.8,3,Stayed,No,74,5242,,,2025-03-13,2019-03-13 00:00:00
2607-DHDAK,Male,54,No,No,Yes,Yes,2,United States,California,Bakersfield,93307,35.280113,-118.962329,59195,Q3,Yes,10,,Yes,38.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,4,Stayed,No,29,5027,,,2025-03-13,2019-03-13 00:00:00
1073-XXCZD,Male,54,No,No,Yes,No,0,United States,California,Bakersfield,93308,35.559617,-118.925185,44915,Q3,Yes,1,,Yes,12.21,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.7,4,Stayed,No,79,6228,,,2025-03-13,2020-08-13 00:00:00
0743-HRVFF,Female,42,No,No,Yes,Yes,3,United States,California,Bakersfield,93309,35.342891,-119.064803,58632,Q3,Yes,4,,No,0.0,No,Yes,DSL,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.15,5,Stayed,No,48,4132,,,2025-03-13,2020-12-13 00:00:00
4006-HKYHO,Male,24,Yes,No,No,No,0,United States,California,Bakersfield,93311,35.16207,-119.194488,20440,Q3,No,0,,Yes,29.58,No,Yes,DSL,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.7,3,Stayed,No,74,5841,,,2025-03-13,2019-12-13 00:00:00
3727-JEZTU,Female,29,Yes,No,No,No,0,United States,California,Bakersfield,93312,35.392599,-119.245341,40836,Q3,No,0,,Yes,45.91,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,5,Joined,No,21,2152,,,2025-03-13,2025-02-13 00:00:00
8143-ETQTI,Female,24,Yes,No,Yes,Yes,3,United States,California,Bakersfield,93313,35.140938,-119.051348,25126,Q3,Yes,9,Offer D,Yes,1.88,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.65,4,Stayed,No,78,4896,,,2025-03-13,2023-04-13 00:00:00
9667-TKTVZ,Female,38,No,No,No,No,0,United States,California,Los Osos,93402,35.279984,-120.824288,14859,Q3,No,0,,Yes,25.81,Yes,Yes,Cable,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.35,5,Joined,No,71,4916,,,2025-03-13,2025-01-13 00:00:00
8570-KLJYJ,Female,40,No,No,No,No,0,United States,California,Arroyo Grande,93420,35.176236,-120.483243,24499,Q3,No,0,,Yes,25.95,Yes,Yes,DSL,21,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,54.45,3,Stayed,No,56,4462,,,2025-03-13,2022-03-13 00:00:00
7754-IXRMC,Female,39,No,No,No,No,0,United States,California,Atascadero,93422,35.453912,-120.69461,29539,Q3,No,0,,Yes,12.46,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.35,4,Joined,No,23,3980,,,2025-03-13,2025-02-13 00:00:00
9473-CBZOP,Female,35,No,No,No,No,0,United States,California,Avila Beach,93424,35.186644,-120.728305,812,Q3,No,0,,Yes,33.05,Yes,Yes,Cable,7,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,59.0,4,Stayed,No,67,4891,,,2025-03-13,2022-11-13 00:00:00
2969-WGHQO,Female,39,No,No,Yes,Yes,3,United States,California,Bradley,93426,35.842889,-121.004862,1363,Q3,Yes,1,,Yes,18.91,No,Yes,DSL,29,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.45,3,Stayed,No,54,3334,,,2025-03-13,2024-08-13 00:00:00
5863-OOKCL,Female,60,No,No,No,No,0,United States,California,Cayucos,93430,35.511833,-120.918713,3220,Q3,No,0,Offer D,Yes,41.04,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,3,Stayed,No,62,5949,,,2025-03-13,2024-05-13 00:00:00
1686-STUHN,Male,55,No,No,No,No,0,United States,California,Creston,93432,35.480896,-120.469476,1203,Q3,No,0,,Yes,38.74,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,3,Stayed,No,39,3575,,,2025-03-13,2021-09-13 00:00:00
1329-VHWNP,Female,42,No,No,No,No,0,United States,California,Grover Beach,93433,35.120833,-120.61843,13106,Q3,No,0,,No,0.0,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,4,Stayed,No,63,4404,,,2025-03-13,2024-08-13 00:00:00
0266-GMEAO,Male,43,No,No,Yes,Yes,1,United States,California,Lompoc,93436,34.601055,-120.382917,51737,Q3,Yes,1,,Yes,15.94,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,3,Stayed,No,70,5879,,,2025-03-13,2019-03-13 00:00:00
5574-NXZIU,Male,36,No,No,No,No,0,United States,California,Los Alamos,93440,34.758699,-120.275839,1328,Q3,No,0,,Yes,13.14,No,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.2,4,Stayed,No,33,4273,,,2025-03-13,2019-12-13 00:00:00
0019-GFNTW,Female,39,No,No,No,No,0,United States,California,Los Olivos,93441,34.70434,-120.02609,1317,Q3,No,0,,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.05,3,Stayed,No,37,5795,,,2025-03-13,2020-07-13 00:00:00
4256-ZWTZI,Female,22,Yes,No,No,Yes,1,United States,California,Morro Bay,93442,35.369553,-120.763864,10909,Q3,No,0,,Yes,40.03,No,Yes,DSL,52,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,51.0,4,Stayed,No,52,2789,,,2025-03-13,2024-10-13 00:00:00
8309-PPCED,Female,33,No,No,Yes,No,0,United States,California,Nipomo,93444,35.050345,-120.489599,15405,Q3,Yes,1,,Yes,46.23,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.45,4,Stayed,No,55,6030,,,2025-03-13,2019-03-13 00:00:00
5196-WPYOW,Male,43,No,No,Yes,Yes,2,United States,California,Paso Robles,93446,35.634222,-120.728341,35586,Q3,Yes,1,,Yes,6.53,No,Yes,Cable,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.05,4,Stayed,No,21,6148,,,2025-03-13,2019-08-13 00:00:00
4608-LCIMN,Male,45,No,No,Yes,Yes,3,United States,California,Pismo Beach,93449,35.165668,-120.655842,8564,Q3,Yes,1,,Yes,30.77,No,Yes,DSL,75,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.65,3,Stayed,No,63,5724,,,2025-03-13,2024-07-13 00:00:00
1485-YDHMM,Male,49,No,No,Yes,Yes,1,United States,California,San Ardo,93450,35.996008,-120.85305,670,Q3,Yes,1,,Yes,11.3,Yes,Yes,Fiber Optic,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.25,3,Stayed,No,56,4740,,,2025-03-13,2020-11-13 00:00:00
4054-CUMIA,Female,29,Yes,No,Yes,Yes,1,United States,California,San Miguel,93451,35.886767,-120.608661,2666,Q3,Yes,10,Offer D,Yes,35.44,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,4,Stayed,No,40,2429,,,2025-03-13,2023-09-13 00:00:00
0603-TPMIB,Female,40,No,No,Yes,Yes,2,United States,California,San Simeon,93452,35.746484,-121.223355,471,Q3,No,0,Offer B,Yes,42.37,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,4,Stayed,No,30,4746,,,2025-03-13,2020-04-13 00:00:00
2525-GVKQU,Female,60,No,No,No,No,0,United States,California,Santa Margarita,93453,35.303926,-120.256567,2687,Q3,No,0,Offer B,Yes,47.07,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,3,Stayed,No,35,4192,,,2025-03-13,2020-03-13 00:00:00
8161-QYMTT,Male,55,No,No,No,No,0,United States,California,Santa Maria,93454,34.943523,-120.256729,30540,Q3,No,0,,Yes,7.37,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,5,Stayed,No,22,5259,,,2025-03-13,2024-08-13 00:00:00
9581-GVBXT,Male,59,No,No,Yes,Yes,2,United States,California,Santa Maria,93455,34.818227,-120.418784,37364,Q3,No,0,Offer B,No,0.0,No,Yes,DSL,19,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,34.8,4,Stayed,No,23,6300,,,2025-03-13,2020-04-13 00:00:00
5862-BRIXZ,Male,33,No,No,No,No,0,United States,California,Santa Maria,93458,34.95934,-120.490081,43684,Q3,No,0,Offer B,No,0.0,No,Yes,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75,4,Stayed,No,36,2694,,,2025-03-13,2021-05-13 00:00:00
5404-GGUKR,Male,39,No,No,No,No,0,United States,California,Santa Ynez,93460,34.630356,-120.032564,5710,Q3,No,0,Offer E,Yes,17.16,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.35,5,Stayed,No,28,2893,,,2025-03-13,2024-10-13 00:00:00
2126-GSEGL,Female,53,No,No,Yes,No,0,United States,California,Solvang,93463,34.624399,-120.137875,7958,Q3,Yes,7,,Yes,9.28,Yes,Yes,DSL,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,84.8,4,Stayed,No,32,4032,,,2025-03-13,2019-05-13 00:00:00
0440-QEXBZ,Female,64,No,No,No,No,0,United States,California,Mojave,93501,35.097323,-118.171288,4882,Q3,No,0,Offer B,Yes,18.42,Yes,Yes,DSL,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,3,Stayed,No,42,5790,,,2025-03-13,2021-07-13 00:00:00
2434-EEVDB,Female,45,No,No,Yes,No,0,United States,California,California City,93505,35.151491,-117.927597,8316,Q3,Yes,7,Offer B,Yes,1.27,Yes,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,94.6,4,Stayed,No,26,5038,,,2025-03-13,2019-11-13 00:00:00
6762-QVYJO,Female,25,Yes,No,Yes,Yes,3,United States,California,Acton,93510,34.501452,-118.207862,7831,Q3,Yes,8,Offer B,No,0.0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.75,3,Stayed,No,21,4678,,,2025-03-13,2020-05-13 00:00:00
8152-VETUR,Female,26,Yes,No,Yes,No,0,United States,California,Bishop,93514,37.04584,-118.397236,13309,Q3,Yes,7,Offer A,Yes,28.59,Yes,Yes,Fiber Optic,58,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.7,5,Stayed,No,75,5406,,,2025-03-13,2019-03-13 00:00:00
4676-WLUHT,Male,51,No,No,No,No,0,United States,California,Darwin,93522,36.319181,-117.593053,64,Q3,No,0,Offer B,No,0.0,No,Yes,DSL,7,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,46.2,3,Stayed,No,26,6143,,,2025-03-13,2020-09-13 00:00:00
7980-MHFLQ,Female,42,No,No,Yes,Yes,3,United States,California,Independence,93526,36.869584,-118.189241,734,Q3,Yes,5,Offer A,Yes,18.21,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.9,3,Stayed,No,67,5192,,,2025-03-13,2019-03-13 00:00:00
0757-WCUUZ,Male,29,Yes,No,Yes,Yes,3,United States,California,June Lake,93529,37.730269,-119.055813,618,Q3,Yes,1,Offer B,Yes,36.09,Yes,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,63.35,3,Stayed,No,72,4232,,,2025-03-13,2020-09-13 00:00:00
1629-DQQVB,Female,19,Yes,No,No,No,0,United States,California,Keeler,93530,36.560498,-117.962461,71,Q3,No,0,,Yes,36.22,No,Yes,Cable,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.1,3,Stayed,No,25,2331,,,2025-03-13,2024-01-13 00:00:00
0374-AACSZ,Female,63,No,No,No,No,0,United States,California,Lancaster,93534,34.727529,-118.153098,35109,Q3,No,0,Offer E,Yes,38.33,No,Yes,DSL,24,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.15,3,Joined,No,30,4421,,,2025-03-13,2025-02-13 00:00:00
4872-VXRIL,Male,22,Yes,No,No,No,0,United States,California,Lancaster,93536,34.741406,-118.38111,49309,Q3,No,0,Offer B,Yes,48.32,Yes,Yes,DSL,59,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.65,3,Stayed,No,70,4656,,,2025-03-13,2020-07-13 00:00:00
9140-CZQZZ,Female,38,No,No,Yes,No,0,United States,California,Lee Vining,93541,37.890145,-119.184087,504,Q3,Yes,7,Offer A,Yes,47.95,No,Yes,DSL,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.6,4,Stayed,No,39,5601,,,2025-03-13,2019-07-13 00:00:00
3423-HHXAO,Female,58,No,No,Yes,Yes,1,United States,California,Littlerock,93543,34.505273,-117.955054,11198,Q3,Yes,2,,Yes,41.05,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.5,3,Stayed,No,72,2993,,,2025-03-13,2024-01-13 00:00:00
9938-TKDGL,Male,38,No,No,Yes,Yes,3,United States,California,Llano,93544,34.500091,-117.765862,1220,Q3,Yes,9,Offer A,Yes,38.75,No,Yes,Fiber Optic,28,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.55,3,Stayed,No,20,4319,,,2025-03-13,2019-07-13 00:00:00
6537-QLGEX,Female,34,No,No,No,No,0,United States,California,Mammoth Lakes,93546,37.550074,-118.837167,8217,Q3,No,0,,No,0.0,No,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,38.9,3,Stayed,No,39,3300,,,2025-03-13,2023-11-13 00:00:00
3160-TYXLT,Male,37,No,No,No,No,0,United States,California,Palmdale,93552,34.557711,-118.029441,25370,Q3,No,0,Offer B,No,0.0,No,Yes,DSL,24,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,46.3,3,Stayed,No,63,6245,,,2025-03-13,2020-10-13 00:00:00
1325-USMEC,Male,58,No,No,Yes,No,0,United States,California,Pearblossom,93553,34.445239,-117.894868,1613,Q3,Yes,10,Offer A,Yes,48.0,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.35,3,Stayed,No,53,4120,,,2025-03-13,2019-05-13 00:00:00
5606-AMZBO,Female,23,Yes,No,Yes,No,0,United States,California,Rosamond,93560,34.903052,-118.411251,14931,Q3,Yes,4,,Yes,38.03,Yes,Yes,Fiber Optic,42,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.15,3,Stayed,No,26,3403,,,2025-03-13,2024-05-13 00:00:00
6199-IPCAO,Female,62,No,No,Yes,Yes,2,United States,California,Tehachapi,93561,35.073777,-118.652112,25805,Q3,Yes,8,,Yes,5.35,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,3,Stayed,No,70,2828,,,2025-03-13,2022-10-13 00:00:00
5640-CAXOA,Female,23,Yes,No,No,No,0,United States,California,Auberry,93602,36.991762,-119.242874,3464,Q3,No,0,,No,0.0,No,Yes,Cable,42,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,40.35,4,Stayed,No,25,5455,,,2025-03-13,2022-09-13 00:00:00
2235-EZAIK,Female,21,Yes,No,Yes,No,0,United States,California,Badger,93603,36.64545,-118.924982,273,Q3,Yes,9,Offer A,Yes,22.41,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.2,4,Stayed,No,79,4288,,,2025-03-13,2019-03-13 00:00:00
3847-BAERP,Female,27,Yes,No,No,No,0,United States,California,Bass Lake,93604,37.458367,-119.345011,613,Q3,No,0,,Yes,12.39,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.9,5,Stayed,No,29,4905,,,2025-03-13,2024-05-13 00:00:00
1453-RZFON,Female,39,No,No,No,Yes,3,United States,California,Cantua Creek,93608,36.488056,-120.407691,1766,Q3,No,0,Offer E,Yes,9.0,No,Yes,Cable,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.9,3,Joined,No,54,5969,,,2025-03-13,2025-02-13 00:00:00
8263-OKETD,Female,44,No,No,No,No,0,United States,California,Caruthers,93609,36.5276,-119.865999,5446,Q3,No,0,,Yes,22.75,Yes,Yes,Cable,11,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,5,Stayed,No,29,3265,,,2025-03-13,2023-07-13 00:00:00
0670-KDOMA,Female,42,No,No,No,No,0,United States,California,Chowchilla,93610,37.100948,-120.270136,19391,Q3,No,0,Offer E,Yes,28.18,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,4,Joined,No,69,5854,,,2025-03-13,2025-02-13 00:00:00
2476-YGEFM,Female,24,Yes,No,No,No,0,United States,California,Clovis,93611,36.917652,-119.593757,46858,Q3,No,0,,Yes,7.01,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76.0,3,Stayed,No,46,5324,,,2025-03-13,2022-10-13 00:00:00
8687-BAFGU,Male,34,No,No,No,No,0,United States,California,Clovis,93612,36.814539,-119.711868,33856,Q3,No,0,Offer E,Yes,23.7,No,Yes,Fiber Optic,25,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,4,Joined,No,34,4148,,,2025-03-13,2025-02-13 00:00:00
0641-EVBOJ,Male,61,No,No,No,No,0,United States,California,Coarsegold,93614,37.212191,-119.749323,9395,Q3,No,0,,Yes,44.97,No,Yes,Fiber Optic,16,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,82.3,4,Joined,No,56,5755,,,2025-03-13,2024-12-13 00:00:00
0829-XXPLX,Female,48,No,No,No,No,0,United States,California,Cutler,93615,36.497895,-119.285484,5519,Q3,No,0,,Yes,30.52,No,Yes,Fiber Optic,21,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,4,Stayed,No,68,2098,,,2025-03-13,2023-07-13 00:00:00
9974-JFBHQ,Male,31,No,No,No,Yes,1,United States,California,Del Rey,93616,36.657462,-119.595293,1965,Q3,No,0,Offer B,Yes,22.41,No,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.15,5,Stayed,No,52,4590,,,2025-03-13,2019-11-13 00:00:00
6624-JDRDS,Female,22,Yes,No,No,No,0,United States,California,Dos Palos,93620,37.045728,-120.630682,9388,Q3,No,0,Offer E,No,0.0,No,Yes,Cable,52,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.45,3,Stayed,No,42,4391,,,2025-03-13,2024-09-13 00:00:00
0608-JDVEC,Male,55,No,No,Yes,No,0,United States,California,Dunlap,93621,36.789213,-119.140338,506,Q3,Yes,5,Offer B,Yes,1.87,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,4,Stayed,No,61,5914,,,2025-03-13,2021-01-13 00:00:00
9780-FKVVF,Male,60,No,No,No,No,0,United States,California,Firebaugh,93622,36.785618,-120.625382,9491,Q3,No,0,Offer E,Yes,20.11,No,Yes,DSL,5,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.15,3,Stayed,No,72,3613,,,2025-03-13,2024-09-13 00:00:00
1919-RTPQD,Male,42,No,No,Yes,Yes,1,United States,California,Fish Camp,93623,37.483535,-119.679414,77,Q3,Yes,7,Offer E,Yes,28.7,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,5,Stayed,No,67,4699,,,2025-03-13,2024-08-13 00:00:00
5214-NLTIT,Male,22,Yes,No,Yes,Yes,1,United States,California,Five Points,93624,36.397745,-120.119911,1852,Q3,Yes,1,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,3,Stayed,No,30,6188,,,2025-03-13,2019-03-13 00:00:00
3345-PBBFH,Male,24,Yes,No,Yes,No,0,United States,California,Fowler,93625,36.625792,-119.672483,5635,Q3,Yes,6,Offer E,Yes,2.38,No,Yes,DSL,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,5,Stayed,No,25,5922,,,2025-03-13,2024-07-13 00:00:00
5055-BRMNE,Female,35,No,No,Yes,Yes,2,United States,California,Friant,93626,37.027663,-119.69056,1125,Q3,Yes,3,Offer A,Yes,40.35,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,3,Stayed,No,43,4780,,,2025-03-13,2019-08-13 00:00:00
2190-PHBHR,Female,22,Yes,No,Yes,No,0,United States,California,Hume,93628,36.807595,-118.901544,93,Q3,Yes,5,Offer A,Yes,22.74,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,4,Stayed,No,43,5274,,,2025-03-13,2019-03-13 00:00:00
2650-GYRYL,Male,25,Yes,No,Yes,Yes,1,United States,California,Kerman,93630,36.727418,-120.123526,14062,Q3,Yes,6,,Yes,5.86,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.45,5,Stayed,No,66,3470,,,2025-03-13,2022-06-13 00:00:00
5208-FVQKB,Male,41,No,No,Yes,No,0,United States,California,Lakeshore,93634,37.290606,-119.216328,52,Q3,Yes,7,Offer A,Yes,24.93,No,Yes,DSL,15,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.95,3,Stayed,No,27,5514,,,2025-03-13,2019-05-13 00:00:00
7184-LRUUR,Female,22,Yes,No,No,No,0,United States,California,Los Banos,93635,36.995162,-120.955099,29124,Q3,No,0,,Yes,1.74,No,Yes,DSL,85,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.25,5,Stayed,No,52,5146,,,2025-03-13,2023-05-13 00:00:00
6627-CFOSN,Female,54,No,No,No,No,0,United States,California,Madera,93637,36.902954,-120.194274,28434,Q3,No,0,Offer B,Yes,39.42,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,3,Stayed,No,51,5247,,,2025-03-13,2020-04-13 00:00:00
3982-JGSFD,Male,37,No,No,No,No,0,United States,California,Madera,93638,37.004068,-119.930027,49247,Q3,No,0,,Yes,12.72,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,5,Stayed,No,33,3526,,,2025-03-13,2022-03-13 00:00:00
1574-DYCWE,Female,60,No,No,Yes,Yes,1,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,Yes,10,Offer B,Yes,14.54,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,4,Stayed,No,69,4057,,,2025-03-13,2020-12-13 00:00:00
7247-XOZPB,Male,52,No,No,Yes,No,0,United States,California,Miramonte,93641,36.696759,-119.024051,571,Q3,Yes,1,Offer B,Yes,47.55,Yes,Yes,DSL,13,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,77.4,4,Stayed,No,73,5313,,,2025-03-13,2020-10-13 00:00:00
2466-FCCPT,Female,50,No,No,Yes,Yes,3,United States,California,North Fork,93643,37.244307,-119.470256,3376,Q3,Yes,7,,Yes,7.31,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,5,Stayed,No,30,4910,,,2025-03-13,2023-07-13 00:00:00
