customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date,customer_tenure_months,customers_all_type_services,total_spent_bycustomer_yearly
7605-SNLQG,Female,0.3770491803278688,No,No,Yes,No,0.0,United States,California,Gardena,0.04033176126199389,0.14304903554522352,0.5921444499370877,0.2510686399300872,Q3,Yes,0.5454545454545454,Offer B,Yes,0.12982596519303852,No,Yes,DSL,0.2588235294117647,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.31840796019900497,0.7499999999999999,Stayed,No,0.4285714285714285,0.007338225483655703,,,2025-03-13,2021-06-13 00:00:00,0.6197183098591549,False,0.24850715178447436
4670-TABXH,Male,0.5573770491803279,No,No,Yes,No,0.0,United States,California,Hawthorne,0.04049438933159866,0.1444720181656994,0.588940602391796,0.8862967114387219,Q3,Yes,0.5454545454545454,,Yes,0.4590918183636727,Yes,Yes,Fiber Optic,0.19999999999999996,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.9104477611940298,0.4999999999999999,Stayed,No,0.7252747252747251,0.8423393373360017,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.7759338980697126
0064-SUDOG,Female,0.4754098360655738,No,No,Yes,Yes,0.3333333333333334,United States,California,Huntington Park,0.04130752967962281,0.1511967671876046,0.6018942924206842,0.7419020840853392,Q3,Yes,0.2727272727272727,,Yes,0.3856771354270854,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,0.020398009950248763,0.9999999999999998,Stayed,No,0.5714285714285714,0.7086946853457861,,,2025-03-13,2024-03-13 00:00:00,0.15492957746478875,False,0.12935703374531315
8561-NMTBD,Female,0.016393442622950782,Yes,No,Yes,Yes,0.3333333333333334,United States,California,Lawndale,0.042120670027646856,0.1416850559396421,0.5885716049440114,0.31621293006820295,Q3,Yes,0.2727272727272727,,Yes,0.40828165633126623,Yes,Yes,Fiber Optic,0.6117647058823529,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.9363184079601989,0.7499999999999999,Stayed,No,0.4505494505494505,0.7613964865465865,,,2025-03-13,2019-08-13 00:00:00,0.9295774647887323,True,0.7763505068740453
5161-XEUVX,Male,0.06557377049180324,Yes,No,Yes,No,0.0,United States,California,Lynwood,0.042445926166856385,0.14540734884145173,0.6035238168067157,0.6634021695765336,Q3,Yes,0.7272727272727273,Offer C,Yes,0.2626525305061012,Yes,Yes,Fiber Optic,0.6823529411764705,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.7567164179104477,0.4999999999999999,Stayed,No,0.48351648351648346,0.13609072715143422,,,2025-03-13,2022-02-13 00:00:00,0.5070422535211268,True,0.6004721566449104
8292-FRFZQ,Female,0.0,Yes,No,No,No,0.0,United States,California,Malibu,0.04260855423646126,0.15746990394415478,0.5535524610992107,0.0,Q3,No,0.0,Offer C,No,0.0,No,Yes,DSL,0.8588235294117647,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,0.22786069651741295,0.7499999999999999,Stayed,No,0.6813186813186812,0.320658216588837,,,2025-03-13,2021-12-13 00:00:00,0.5352112676056338,False,0.1402582974586863
8591-NXRCV,Female,0.45901639344262296,No,No,No,No,0.0,United States,California,Malibu,0.0429338103756709,0.16146031505058522,0.5411492005071787,0.18636130478560708,Q3,No,0.0,Offer B,Yes,0.6217243448689738,Yes,Yes,DSL,0.14117647058823524,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.5611940298507463,0.7499999999999999,Stayed,No,0.7912087912087912,0.41271959083833665,,,2025-03-13,2021-10-13 00:00:00,0.5633802816901408,False,0.5886682405221497
7895-VONWT,Female,0.016393442622950782,Yes,No,No,No,0.0,United States,California,Manhattan Beach,0.043096438445275775,0.1417990221233665,0.5840647908076313,0.320563481961358,Q3,No,0.0,Offer C,No,0.0,No,Yes,Cable,0.6941176470588235,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.29850746268656714,0.9999999999999998,Stayed,No,0.4505494505494505,0.5072270402490549,,,2025-03-13,2023-02-13 00:00:00,0.3380281690140845,False,0.18955700597139286
4526-RMTLL,Male,0.21311475409836064,No,No,Yes,Yes,0.11111111111111112,United States,California,Maywood,0.043746950723694944,0.15231750553538634,0.6049190822232167,0.2667610236145677,Q3,No,0.0,Offer E,Yes,0.745749149829966,Yes,Yes,DSL,0.16470588235294115,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.5761194029850747,0.7499999999999999,Stayed,No,0.6483516483516483,0.5456971314209472,,,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,False,0.6421330370781837
6253-GNHWH,Female,0.7213114754098361,No,No,Yes,Yes,0.3333333333333334,United States,California,Pacific Palisades,0.044072206862904584,0.16197879739948706,0.5691331557463049,0.21407944981666888,Q3,Yes,0.8181818181818181,,Yes,0.916383276655331,Yes,Yes,DSL,0.6117647058823529,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.5258706467661691,0.7499999999999999,Stayed,No,0.5714285714285714,0.908828107627307,,,2025-03-13,2019-04-13 00:00:00,0.9859154929577464,False,0.6662963477294821
4566-NECEV,Male,0.3442622950819672,No,No,No,No,0.0,United States,California,Palos Verdes Peninsula,0.044397463002114224,0.13101646035279113,0.5833144300458499,0.2371715713281532,Q3,No,0.0,,Yes,0.7827565513102621,Yes,Yes,Fiber Optic,0.2352941176470588,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.7791044776119402,0.4999999999999999,Stayed,No,0.5604395604395603,0.3967089170558149,,,2025-03-13,2024-10-13 00:00:00,0.05633802816901412,False,0.796625468684905
8080-POTJR,Female,0.6557377049180328,No,No,No,No,0.0,United States,California,Rancho Palos Verdes,0.0445600910717191,0.1272889581757929,0.5870237942019131,0.39185363907517523,Q3,No,0.0,Offer C,Yes,0.1348269653930786,Yes,Yes,DSL,0.2117647058823529,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.6074626865671642,0.4999999999999999,Stayed,No,0.8021978021978021,0.14498554591950186,,,2025-03-13,2022-09-13 00:00:00,0.4084507042253521,True,0.45195111790029163
6906-MPARY,Male,0.180327868852459,No,No,No,No,0.0,United States,California,Redondo Beach,0.04488534721092863,0.13550759974778603,0.5853315501424506,0.3246765583144936,Q3,No,0.0,Offer B,Yes,0.6455291058211643,No,Yes,Fiber Optic,0.8117647058823528,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.7099502487562188,0.7499999999999999,Stayed,No,0.18681318681318682,0.11585501445408042,,,2025-03-13,2021-11-13 00:00:00,0.5492957746478873,False,0.7007360088876545
8107-RZLNV,Male,0.0491803278688524,Yes,No,Yes,No,0.0,United States,California,South Gate,0.04537323141974314,0.1476453172496429,0.6043205742985265,0.9143378232042099,Q3,Yes,0.9090909090909091,,Yes,0.30186037207441485,Yes,Yes,Fiber Optic,1.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.8761194029850745,0.9999999999999998,Stayed,No,0.6263736263736264,0.5850567044696464,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.6974031384529927
0516-OOHAR,Male,0.32786885245901637,No,No,Yes,Yes,0.22222222222222227,United States,California,Topanga,0.04699951211579123,0.16577869787043784,0.563013140167292,0.051674677508216665,Q3,Yes,0.7272727272727273,,Yes,0.15463092618523705,No,Yes,Fiber Optic,0.1529411764705882,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.8169154228855722,0.4999999999999999,Stayed,No,0.49450549450549447,0.31309762063597946,,,2025-03-13,2022-11-13 00:00:00,0.38028169014084506,True,0.6049854186918484
2027-CWDNU,Male,0.42622950819672134,No,No,Yes,Yes,0.3333333333333334,United States,California,Venice,0.047162140185395995,0.15265876621612834,0.5759667312692492,0.2945646598400365,Q3,Yes,0.09090909090909091,,Yes,0.5609121824364873,No,Yes,Fiber Optic,0.3294117647058823,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6701492537313433,0.7499999999999999,Stayed,No,0.6373626373626373,0.8816989103847008,,,2025-03-13,2023-09-13 00:00:00,0.23943661971830987,False,0.6435911678933481
9912-OMZDS,Female,0.7213114754098361,No,No,Yes,Yes,0.11111111111111112,United States,California,Playa Del Rey,0.047487396324605746,0.14793033902069255,0.5798632651763063,0.10689249007352244,Q3,Yes,0.09090909090909091,Offer B,Yes,0.7047409481896378,Yes,Yes,Fiber Optic,0.22352941176470584,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.8746268656716418,0.9999999999999998,Stayed,No,0.5054945054945055,0.6877918612408271,,,2025-03-13,2020-04-13 00:00:00,0.8169014084507041,True,0.8362033050965143
3733-ZEECP,Male,0.1639344262295082,Yes,No,Yes,Yes,0.22222222222222227,United States,California,Inglewood,0.048788420881444194,0.14890202831102897,0.5878968243565232,0.3563652943746794,Q3,Yes,0.2727272727272727,,Yes,0.5583116623324664,No,Yes,Cable,0.3176470588235294,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3268656716417911,0.9999999999999998,Stayed,No,0.31868131868131866,0.7396041805648209,,,2025-03-13,2023-05-13 00:00:00,0.295774647887324,False,0.40313845299264
7878-RTCZG,Female,0.5901639344262295,No,No,No,No,0.0,United States,California,Inglewood,0.04895104895104907,0.15090993811700043,0.5882313952327716,0.2922658966126489,Q3,No,0.0,,Yes,0.047609521904380836,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.016417910447761253,0.7499999999999999,Joined,No,0.8241758241758241,0.45519235045585943,,,2025-03-13,2025-02-13 00:00:00,0.0,False,0.009234828496042125
7103-IPXPJ,Male,0.4098360655737705,No,No,Yes,No,0.0,United States,California,Inglewood,0.049438933159863474,0.14908158883743783,0.5906399691901972,0.13078252939947188,Q3,Yes,0.6363636363636364,Offer B,Yes,0.5213042608521704,Yes,Yes,Fiber Optic,0.2117647058823529,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.8074626865671642,0.7499999999999999,Stayed,No,0.7692307692307692,0.9953302201467644,,,2025-03-13,2021-01-13 00:00:00,0.6901408450704225,True,0.7256631023468962
4342-HFXWS,Female,0.0,Yes,No,Yes,Yes,0.11111111111111112,United States,California,Santa Monica,0.06505122784192563,0.15517824810799682,0.574581556399579,0.04948990254003838,Q3,Yes,0.5454545454545454,Offer B,Yes,0.893378675735147,No,Yes,DSL,0.3176470588235294,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.5119402985074627,0.4999999999999999,Stayed,No,0.49450549450549447,0.31999110518123186,,,2025-03-13,2021-03-13 00:00:00,0.6619718309859155,True,0.6485904735453409
3545-CNWRG,Female,0.5409836065573771,No,No,Yes,Yes,0.3333333333333334,United States,California,Santa Monica,0.0652138559115304,0.1573436055987589,0.5735648843430432,0.10921975036571234,Q3,Yes,0.6363636363636364,Offer B,Yes,0.5477095419083816,Yes,Yes,Fiber Optic,0.6705882352941176,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7970149253731342,0.9999999999999998,Stayed,No,0.3736263736263736,0.5163442294863242,,,2025-03-13,2021-02-13 00:00:00,0.676056338028169,True,0.7275378419663934
1785-BPHTP,Male,0.737704918032787,No,No,Yes,Yes,0.22222222222222227,United States,California,Santa Monica,0.06537648398113516,0.156884338888228,0.5747868297787073,0.22368296065505253,Q3,Yes,0.5454545454545454,,Yes,0.06361272254450889,No,Yes,Fiber Optic,0.14117647058823524,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.6686567164179105,0.4999999999999999,Stayed,No,0.23076923076923078,0.4489659773182121,,,2025-03-13,2022-11-13 00:00:00,0.38028169014084506,True,0.46993473128732133
7315-WYOAW,Male,0.1639344262295082,Yes,No,No,No,0.0,United States,California,Santa Monica,0.0657017401203448,0.15411066562948977,0.5761370834421942,0.24781047552102134,Q3,No,0.0,Offer D,Yes,0.8887777555511103,Yes,Yes,Fiber Optic,0.48235294117647054,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.8208955223880596,0.4999999999999999,Stayed,No,0.8241758241758241,0.8854792083611296,,,2025-03-13,2024-02-13 00:00:00,0.1690140845070423,True,0.8625885293709208
1173-XZPYF,Female,0.6721311475409837,No,No,No,No,0.0,United States,California,Torrance,0.08131403480240695,0.1358526876511159,0.5922740442149962,0.3865531850219427,Q3,No,0.0,Offer D,Yes,0.21904380876175233,Yes,Yes,Fiber Optic,0.34117647058823525,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7059701492537314,0.7499999999999999,Stayed,No,0.2967032967032967,0.3849232821881254,,,2025-03-13,2024-04-13 00:00:00,0.14084507042253525,True,0.5499236217192058
2509-TFPJU,Male,0.7049180327868853,No,No,Yes,No,0.0,United States,California,Torrance,0.08196454708082618,0.13310803749700073,0.5889530671849392,0.33115489104622226,Q3,Yes,0.09090909090909091,,Yes,0.8009601920384076,Yes,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,0.07462686567164178,0.9999999999999998,Stayed,No,0.20879120879120877,0.5359128307760729,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,False,0.31134564643799467
9530-GRMJG,Male,0.7213114754098361,No,No,Yes,Yes,0.3333333333333334,United States,California,Whittier,0.09757684176288833,0.1543141462970721,0.6200432290897414,0.3043391530672341,Q3,Yes,0.36363636363636365,,Yes,0.776755351070214,Yes,Yes,DSL,0.28235294117647053,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.6552238805970149,0.7499999999999999,Stayed,No,0.4725274725274725,0.7927507227040249,,,2025-03-13,2019-05-13 00:00:00,0.9718309859154929,True,0.7080960977641994
6898-RBTLU,Female,0.45901639344262296,No,No,Yes,Yes,0.11111111111111112,United States,California,Whittier,0.09773946983249315,0.1505683585010428,0.6213782480060535,0.24938731310675,Q3,Yes,0.8181818181818181,Offer B,Yes,0.3320664132826565,Yes,Yes,DSL,0.16470588235294115,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.6074626865671642,0.9999999999999998,Stayed,No,0.5934065934065933,0.9702023571269736,,,2025-03-13,2021-02-13 00:00:00,0.676056338028169,True,0.5204138314123039
2068-WWXQZ,Male,0.6885245901639345,No,No,No,No,0.0,United States,California,Whittier,0.09806472597170274,0.1460591461104949,0.6221803475520685,0.35978494215095846,Q3,No,0.0,Offer B,Yes,0.6051210242048409,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,0.017910447761194048,0.9999999999999998,Stayed,No,0.36263736263736257,0.20880587058038685,,,2025-03-13,2021-05-13 00:00:00,0.6338028169014084,False,0.20379114011942784
2061-VVFST,Female,0.6229508196721312,No,No,Yes,No,0.0,United States,California,Whittier,0.09838998211091243,0.15105303371708692,0.616858573368811,0.30527005718411004,Q3,Yes,0.09090909090909091,,Yes,0.9039807961592318,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.01243781094527363,0.7499999999999999,Stayed,No,0.7362637362637362,0.42717367133644646,,,2025-03-13,2022-02-13 00:00:00,0.5070422535211268,False,0.3037078183585613
2380-DAMQP,Female,0.7213114754098361,No,No,Yes,No,0.0,United States,California,La Palma,0.1011546592941942,0.1376392564174286,0.619428991783229,0.14717784068240972,Q3,Yes,0.9090909090909091,,Yes,0.8119623924784958,Yes,Yes,Fiber Optic,0.2941176470588235,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.964179104477612,0.7499999999999999,Stayed,No,0.6813186813186812,0.613297754058261,,,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.9359116789334816
2256-YLYLP,Male,0.42622950819672134,No,No,Yes,Yes,0.11111111111111112,United States,California,Cypress,0.10229305578142794,0.13423441036692568,0.619585790966804,0.44961718942948875,Q3,Yes,0.36363636363636365,,Yes,0.682736547309462,No,Yes,DSL,0.2941176470588235,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.5442786069651742,0.7499999999999999,Stayed,No,0.24175824175824173,0.5550366911274183,,,2025-03-13,2019-07-13 00:00:00,0.9436619718309859,True,0.5980419386196362
1272-ILHFG,Male,0.4754098360655738,No,No,Yes,Yes,0.3333333333333334,United States,California,La Habra,0.10245568385103271,0.14721953873675495,0.6281931263392851,0.6396926116609989,Q3,Yes,0.09090909090909091,Offer D,Yes,0.34566913382676534,No,No,,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,0.013930348258706482,0.9999999999999998,Stayed,No,0.7252747252747251,0.8728040916166333,,,2025-03-13,2023-12-13 00:00:00,0.19718309859154934,False,0.11095681155395082
0164-XAIRP,Female,0.5245901639344263,No,No,No,No,0.0,United States,California,La Mirada,0.10359408033826645,0.1431186697339732,0.6224889006458053,0.4517449702680624,Q3,No,0.0,,Yes,0.21284256851370273,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,0.012935323383084563,0.9999999999999998,Stayed,No,0.31868131868131866,0.11296419835445848,,,2025-03-13,2023-03-13 00:00:00,0.323943661971831,False,0.06415775586724065
5666-CYCYZ,Female,0.03278688524590162,Yes,No,No,No,0.0,United States,California,Montebello,0.10391933647747609,0.1551501818090198,0.6124971818190909,0.5928719341907783,Q3,No,0.0,,Yes,0.3614722944588918,Yes,Yes,Fiber Optic,0.6117647058823529,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7094527363184079,0.7499999999999999,Stayed,No,0.7802197802197801,0.7447187013564598,,,2025-03-13,2023-03-13 00:00:00,0.323943661971831,False,0.6017914178586308
4011-ARPHK,Male,0.6557377049180328,No,No,No,No,0.0,United States,California,Norwalk,0.10554561717352418,0.14353519912560733,0.6152010526616745,0.9803275262647948,Q3,No,0.0,,Yes,0.3702740548109622,No,Yes,DSL,0.10588235294117643,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.3194029850746269,0.4999999999999999,Stayed,No,0.7912087912087912,0.7949744273960417,,,2025-03-13,2022-12-13 00:00:00,0.36619718309859156,False,0.33266213025968616
6365-HITVU,Female,0.08196721311475408,Yes,No,Yes,Yes,0.22222222222222227,United States,California,Santa Fe Springs,0.10879817856562046,0.14646961573303197,0.6171814708673546,0.15445409122860346,Q3,Yes,0.4545454545454546,,Yes,0.9617923584716943,No,Yes,Cable,0.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.6865671641791045,0.7499999999999999,Stayed,No,0.36263736263736257,0.47409384033800306,,,2025-03-13,2019-04-13 00:00:00,0.9859154929577464,True,0.7941952506596306
7558-IMLMT,Male,0.4754098360655738,No,No,Yes,Yes,0.22222222222222227,United States,California,Stanton,0.1104244592616686,0.13246878501310716,0.6238632924801387,0.2819594581758079,Q3,Yes,0.5454545454545454,,Yes,0.17643528705741146,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,0.025373134328358193,0.7499999999999999,Stayed,No,0.7912087912087912,0.8056482099177229,,,2025-03-13,2019-08-13 00:00:00,0.9295774647887323,False,0.0601999722260797
9488-FYQAU,Female,0.737704918032787,No,No,Yes,No,0.0,United States,California,Artesia,0.11383964872336966,0.13945601771748917,0.6153982140325681,0.1556604669719019,Q3,Yes,0.7272727272727273,,Yes,0.21344268853770754,Yes,Yes,Fiber Optic,0.2705882352941176,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.9054726368159204,0.7499999999999999,Stayed,No,0.8021978021978021,0.822103624638648,,,2025-03-13,2019-12-13 00:00:00,0.8732394366197183,True,0.6871962227468407
1960-UOTYM,Male,0.6885245901639345,No,No,Yes,Yes,0.22222222222222227,United States,California,Lakewood,0.11562855748902268,0.13657826526671152,0.6086943317144602,0.28650948952257915,Q3,Yes,0.4545454545454546,,Yes,0.33066613322664534,No,Yes,DSL,0.14117647058823524,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.6064676616915423,0.7499999999999999,Stayed,No,0.18681318681318682,0.5572603958194351,,,2025-03-13,2020-11-13 00:00:00,0.7183098591549295,True,0.5192334398000278
2740-JFBOK,Male,0.2622950819672131,No,No,No,No,0.0,United States,California,Lakewood,0.1157911855586275,0.13734700544815773,0.6122429396097592,0.2617170431445561,Q3,No,0.0,Offer D,Yes,0.060212042408481714,Yes,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.05721393034825878,0.9999999999999998,Stayed,No,0.7252747252747251,0.7329330664887702,,,2025-03-13,2024-05-13 00:00:00,0.1267605633802817,False,0.04207748923760585
6500-JVEGC,Male,0.6065573770491803,No,No,No,No,0.0,United States,California,Lakewood,0.11611644169783708,0.13663174007120105,0.6156494884340078,0.19833007200258373,Q3,No,0.0,,Yes,0.22444488897779555,Yes,Yes,Fiber Optic,0.08235294117647055,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.826865671641791,0.7499999999999999,Stayed,No,0.6043956043956044,0.6533244385145652,,,2025-03-13,2019-07-13 00:00:00,0.9436619718309859,True,0.6361616442160811
5245-VDBUR,Female,0.639344262295082,No,No,Yes,No,0.0,United States,California,Los Alamitos,0.11692958204586112,0.13173746656362934,0.6168866686168468,0.20263312878773487,Q3,Yes,0.36363636363636365,,No,0.0,No,Yes,DSL,0.0941176470588235,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.17114427860696524,0.7499999999999999,Stayed,No,0.4615384615384615,0.7796308650211251,,,2025-03-13,2020-11-13 00:00:00,0.7183098591549295,False,0.10068046104707684
8469-SNFFH,Male,0.3442622950819672,No,No,Yes,No,0.0,United States,California,San Pedro,0.11871849081151414,0.1255072797494532,0.595244226352334,0.5569086384102437,Q3,No,0.0,,Yes,0.8693738747749551,Yes,Yes,DSL,0.24705882352941172,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.6084577114427862,0.7499999999999999,Stayed,No,0.36263736263736257,0.8868134311763398,,,2025-03-13,2019-05-13 00:00:00,0.9718309859154929,True,0.7076100541591447
2144-ESWKO,Male,0.45901639344262296,No,No,No,No,0.0,United States,California,San Pedro,0.11888111888111896,0.12632928211191236,0.5922648440105334,0.20202519140528527,Q3,No,0.0,,No,0.0,No,Yes,Cable,0.047058823529411736,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,0.16865671641791047,0.4999999999999999,Stayed,No,0.7142857142857142,0.7260395819435179,,,2025-03-13,2021-08-13 00:00:00,0.5915492957746479,False,0.09894459102902375
1241-FPMOF,Male,0.19672131147540983,No,No,No,No,0.0,United States,California,Seal Beach,0.12018214343795747,0.12744566167841404,0.6163389102070929,0.22958185306913387,Q3,No,0.0,,Yes,0.4396879375875175,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,0.013930348258706482,0.7499999999999999,Stayed,No,0.20879120879120877,0.7013564598621302,,,2025-03-13,2020-11-13 00:00:00,0.7183098591549295,False,0.14359116789334814
9928-BZVLZ,Female,0.639344262295082,No,No,No,No,0.0,United States,California,Sunset Beach,0.1205073995771671,0.1236823324455239,0.6160947585445918,0.010410927674449538,Q3,No,0.0,Offer D,No,0.0,No,Yes,DSL,0.08235294117647055,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.31442786069651746,0.4999999999999999,Stayed,No,0.16483516483516486,0.24394040471425388,,,2025-03-13,2024-03-13 00:00:00,0.15492957746478875,False,0.2006665740869324
4114-QMKVN,Female,0.09836065573770492,Yes,No,Yes,Yes,0.11111111111111112,United States,California,Surfside,0.12067002764677187,0.12464466630286825,0.6149365220516545,0.0015483405209263668,Q3,Yes,0.6363636363636364,,Yes,0.1462292458491698,Yes,Yes,DSL,0.8941176470588235,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,0.5024875621890548,0.4999999999999999,Stayed,No,0.5274725274725274,0.9986657771847898,,,2025-03-13,2020-07-13 00:00:00,0.7746478873239435,False,0.38265518677961396
2775-SEFEE,Male,0.6065573770491803,No,No,No,Yes,0.11111111111111112,United States,California,Wilmington,0.12083265571637669,0.1303637062781019,0.5974305114987222,0.5064118395805233,Q3,No,0.0,,Yes,0.5991198239647929,Yes,Yes,DSL,0.22352941176470584,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.4343283582089552,0.7499999999999999,Stayed,No,0.6593406593406592,0.7082499444073826,,,2025-03-13,2024-05-13 00:00:00,0.1267605633802817,False,0.4922927371198444
9003-CPATH,Male,0.5573770491803279,No,No,No,No,0.0,United States,California,Carson,0.12099528378598151,0.1346403085847046,0.5972477934595648,0.5269582233029998,Q3,No,0.0,,Yes,0.1892378475695139,Yes,Yes,Fiber Optic,0.16470588235294115,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.6134328358208956,0.7499999999999999,Stayed,No,0.7142857142857142,0.12897487213698017,,,2025-03-13,2021-09-13 00:00:00,0.5774647887323944,False,0.4750034717400362
7956-XQWGU,Male,0.39344262295081966,No,No,No,No,0.0,United States,California,Long Beach,0.13042771182306073,0.1280663096080617,0.6105420889074133,0.29770883598989306,Q3,No,0.0,,Yes,0.05181036207241446,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.011442786069651767,0.7499999999999999,Stayed,No,0.21978021978021972,0.8832555036691128,,,2025-03-13,2022-12-13 00:00:00,0.36619718309859156,False,0.007221219275100665
2369-FEVNO,Male,0.2786885245901639,No,No,No,No,0.0,United States,California,Long Beach,0.13091559603187514,0.13255330284525307,0.6055714063976647,0.47149343617607387,Q3,No,0.0,,Yes,0.15523104620924183,No,No,,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.016417910447761253,0.4999999999999999,Joined,No,0.5164835164835164,0.5752724038247721,,,2025-03-13,2025-02-13 00:00:00,0.0,False,0.04659075128454376
5115-SQAAU,Female,0.5901639344262295,No,No,Yes,Yes,0.11111111111111112,United States,California,Long Beach,0.13205399251910882,0.1302593081508469,0.6036840784328313,0.5996257385489294,Q3,Yes,0.4545454545454546,,Yes,0.4196839367873575,Yes,No,,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,0.07313432835820899,0.7499999999999999,Stayed,No,0.6043956043956044,0.9006004002668445,,,2025-03-13,2019-06-13 00:00:00,0.9577464788732394,False,0.1779613942507985
